Facility Code,Facility Name,Type,Owner,Province,County,District,Division,Location,Sub Location,Constituency,Nearest Town,KEPH Level,Plot Number,Open 24 Hours,Open Weekends,Beds,Cots,Operational Status
11208,Al Farooq Hospital,Other Hospital,Private Enterprise (Institution),Coast,Mombasa,Mvita,Island,Majengo,Majengo,MVITA,Sega market - Mombasa,Level 4,1518/XVIII,1,1,17,4,Operational
11822,Al Kawthar Medical clinic,Medical Clinic,Private Enterprise (Institution),Coast,Mombasa,Mvita,Kisauni,Kisauni,Kisauni,MVITA,Mombasa,Level 2,,0,0,0,0,Operational
11209,Al Riyadh Medical Clinic,Medical Clinic,Private Enterprise (Institution),Coast,Mombasa,Changamwe,Changamwe,Changamwe,Changamwe,CHANGAMWE,Mombasa,Level 2,,0,0,0,0,Operational
11207,Al-Agsa Medical Clinic,Medical Clinic,Private Enterprise (Institution),Coast,Mombasa,Mvita,Island,Majengo,Majengo,MVITA,Mombasa,Level 2,,0,0,0,0,Operational
14195,Alakara Medical Clinic,Medical Clinic,Private Enterprise (Institution),Rift Valley,Turkana,Turkana North,Lokichoggio,Lokichoggio,Lokichoggio,TURKANA NORTH,Lokichoggio,Level 2,,0,0,0,0,Operational
14196,Alale (AIC) Health Centre,Health Centre,Christian Health Association of Kenya,Rift Valley,West Pokot,North Pokot,Alale,Alale,Amakuriat,KACHELIBA,Makutano,Level 3,,1,1,8,1,Operational
16367,Alale Health Centre,Health Centre,Ministry of Health,Rift Valley,West Pokot,North Pokot,Alale,Alale,Alale,KACHELIBA,Makutano,Level 3,,0,0,30,0,Operational
17886,Al-amin Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Coast,Kilifi,Malindi,Malindi,Malindi,Central,MALINDI,Malindi,Level 2,2359,0,1,0,0,Operational
13273,Al-Ansar Clinic,Medical Clinic,Private Practice - Nurse / Midwife,North Eastern,Garissa,Garissa,Central,Central,Central,DUJIS,Garissa,Level 2,,0,0,0,0,Operational
16299,Al-ansar Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,North Eastern,Mandera,Mandera East,Central,Bulla Jamhuri,Bulla Jamhuria,MANDERA EAST,Mandera,Level 2,,0,0,0,0,Operational
13274,Al-Aqsa Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,North Eastern,Garissa,Garissa,Central,Central,Central,DUJIS,Garissa,Level 2,,0,0,0,0,Operational
17899,Albilal Medical Clinic(Moyale),Medical Clinic,Private Practice - Unspecified,Eastern,Marsabit,Moyale,Central,Central,Central,SAKU,Moyale,Level 2,,0,1,0,0,Operational
16530,Al-Bir Medical Centre,Medical Clinic,Private Enterprise (Institution),Coast,Mombasa,Kisauni,Island,Tononoka,Tononoka,KISAUNI,Mombasa,Level 2,,0,0,0,0,Operational
11210,Al-Bir Medical Centre (Kilindini),Medical Clinic,Private Enterprise (Institution),Coast,Mombasa,Changamwe,Changamwe,Portreitz,Kwahola,CHANGAMWE,Mombasa,Level 2,1027/iv/imn,0,0,0,0,Operational
16256,Alfa Clinic,Dispensary,Private Enterprise (Institution),Nyanza,Nyamira,Borabu,Esise,Esise,Manga/Raitigo,NORTH MUGIRANGO,Manga,Level 2,,0,0,2,0,Operational
11924,Alfalah Dispensary,Health Centre,Supreme Council for Kenya Muslims,Eastern,Isiolo,Isiolo,Central,Central,Bulapesa,ISIOLO NORTH,Isiolo,Level 3,,1,1,12,5,Operational
11211,Alfarooq Medical Clinic,Medical Clinic,Private Enterprise (Institution),Coast,Mombasa,Likoni,Likoni,Likoni,Likoni,LIKONI,Mombasa,Level 2,,0,0,0,0,Operational
13275,Al-Faruq Dispensary,Dispensary,Supreme Council for Kenya Muslims,North Eastern,Garissa,Garissa,Central,Waberi,Waberi,DUJIS,Soko Ngombe,Level 2,,0,0,0,0,Operational
13276,Al-Furaqan Clinic,Medical Clinic,Private Enterprise (Institution),North Eastern,Wajir,Wajir East,Central,Township,Township,WAJIR EAST,Wajir,Level 2,,0,1,0,0,Operational
16801,Al-Gadhir Clinic,Medical Clinic,Non-Governmental Organizations,Nairobi,Nairobi,Dagoretti,Dagoretti,Kawangware,Kawangware,DAGORETI,Riruta,Level 2,,0,0,0,0,Operational
18009,Algadir Medical Clinic ,Dispensary,Supreme Council for Kenya Muslims,Rift Valley,Nakuru,Nakuru,Nakuru Municipality,Afraha,Freehold,NAKURU TOWN,Near Afraha stadium,Level 2,272/273,0,0,0,0,Operational
13277,Al-Hamdu Medical Clinic,Medical Clinic,Private Enterprise (Institution),North Eastern,Wajir,Wajir East,Central,Township,Township,WAJIR EAST,Wajir,Level 2,,0,0,0,0,Operational
13278,Al-Haqq Medical Clinic,Medical Clinic,Private Enterprise (Institution),North Eastern,Wajir,Wajir East,Central,Township,Township,WAJIR EAST,Wajir,Level 2,,0,0,0,0,Operational
13279,Al-Hilal Clinic,Medical Clinic,Private Enterprise (Institution),North Eastern,Garissa,Garissa,Central,Central,Central,DUJIS,Garissa,Level 2,,0,0,0,0,Operational
12869,Alice Nursing Home,Nursing Home,Private Enterprise (Institution),Nairobi,Nairobi,Embakasi,Embakasi,Mukuru,Kwa Njenga,EMBAKASI,Nairobi- Mukuru,Level 3,,1,1,8,2,Operational
17012,Alikune Dispensary,Dispensary,Ministry of Health,North Eastern,Garissa,Dadaab,Lagdera,Dadaab,Dertu,LAGDERA,Dadaab,Level 2,,0,0,0,0,Operational
13281,Alimaow Health Centre,Health Centre,Ministry of Health,North Eastern,Wajir,Wajir East,Central,Alimaow ,Alimaow ,WAJIR EAST,Wajir Town,Level 3,,1,1,5,0,Operational
13282,Alinjugur Health centre,Health Centre,Ministry of Health,North Eastern,Garissa,Fafi,Jarajilla,Alinjugur,Alinjugur,FAFI,Hagadera,Level 3,,0,1,0,0,Operational
10021,All Day Medical Clinic,Medical Clinic,Private Enterprise (Institution),Central,Murang'a,Mathioya,Mathioya,Gacharageini,Gacharageini,MATHIOYA,Kiriaini,Level 2,,0,0,0,0,Operational
17794,All Nation Medical Clinic,Medical Clinic,Other Faith Based,Rift Valley,Nakuru,Subukia,Kiamaina,Mawanga,Mawanga,SUBUKIA,Mawanga,Level 2,,0,0,0,0,Operational
15793,All Saints Musaa,Medical Clinic,Private Enterprise (Institution),Western,Kakamega,Kakamega Central (Lurambi),Lurambi,Butsotso Central,Eshisiru,LURAMBI,Eshisiru Mkt,Level 2,,0,0,0,0,Not-Operational
15794,Alliance Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Western,Vihiga,Sabatia,Chavakali,Chavakali,Walodeya,SABATIA,Chavakali,Level 2,,0,1,0,0,Operational
17847,Alliance Medical Center,Medical Clinic,Private Enterprise (Institution),Nairobi,Nairobi,Kamukunji,Eastleigh South,Eastleigh South,Eastleigh South,KAMUKUNJI,Garissa Lodge Market,Level 2,36/V11/366,1,1,20,1,Operational
13283,Al-Maaruf Clinic,Medical Clinic,Private Enterprise (Institution),North Eastern,Wajir,Wajir East,Central,Township,Township,WAJIR EAST,Wajir,Level 2,,0,1,0,0,Operational
13284,Al-Maqdis Clinic,Medical Clinic,Private Enterprise (Institution),North Eastern,Garissa,Garissa,Central,Central,Central,DUJIS,Garissa,Level 2,,0,0,0,0,Operational
16557,Almed Health Products,Medical Clinic,Private Enterprise (Institution),Eastern,Meru,Imenti North,Miriga Mieru West,,,NORTH IMENTI,Meru,Level 2,B11/181,0,0,0,0,Operational
18404,Al-Mumtaz Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,North Eastern,Garissa,Garissa,Central,Township,Galbet,DUJIS,Garissa Town,Level 2,,0,1,0,0,Operational
13285,Al-Mustaqim Clinic,Medical Clinic,Private Enterprise (Institution),North Eastern,Wajir,Wajir East,Central,Township,Township,WAJIR EAST,Wajir,Level 2,,0,1,0,0,Not-Operational
16294,Alnas Medical Clinic,Medical Clinic,Private Enterprise (Institution),North Eastern,Mandera,Mandera East,Central,Bulla Mpya,Bulla Mpya,MANDERA EAST,Mandera,Level 2,,0,0,0,0,Operational
11213,Alpesan Medical Clinic,Medical Clinic,Private Enterprise (Institution),Coast,Mombasa,Changamwe,Changamwe,Changamwe,Changamwe,CHANGAMWE,Mombasa,Level 2,,0,0,0,0,Operational
10022,Alpha Family Health Care,Medical Clinic,Private Practice - Nurse / Midwife,Central,Nyeri,Tetu,Tetu,Karundu,Unjiru,TETU,Giakanja,Level 3,11.C Kiandu Mkt,0,0,0,0,Operational
16321,Alpha Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Rift Valley,Samburu,Samburu Central,Kirisia,Maralal,Maralal,SAMBURU WEST,Maralal Town ,Level 2,,0,1,0,0,Operational
18067,Alpha Medical Clinic (Migori),Medical Clinic,Private Practice - Nurse / Midwife,Nyanza,Migori,Migori,Suba Central,Suna Ragana,Oruba,MIGORI,Oruba Estate Migori Town,Level 2,isolated,0,1,2,0,Operational
13287,Al-Siha Nursing Home,Nursing Home,Private Enterprise (Institution),North Eastern,Mandera,Mandera East,Central,Bulla Mpya,Bulla Mpya,MANDERA EAST,Mandera,Level 3,,0,0,0,0,Operational
13472,Alum Beach Dispensary ,Dispensary,Ministry of Health,Nyanza,Homa Bay,Rachuonyo North,West Karachuonyo,West Kadhimu,Kayoo West,KARACHUONYO,Kandiege Market,Level 2,,0,0,0,0,Operational
13473,Aluor Mission Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Nyanza,Siaya,Gem,Wagai,South Gem,Onyinyore,GEM,Aluor Market,Level 3,.,1,1,0,0,Operational
15795,Alupe Sub-District Hospital,Sub-District Hospital,Ministry of Health,Western,Busia,Teso South,Chakol,Angorom,Alupe,AMAGORO,Busia,Level 4,,1,1,130,0,Operational
10023,AMA (Africa Muslim Agency) Clinic,Health Centre,Supreme Council for Kenya Muslims,Central,Kiambu,Thika West,Thika Municipality,Thika,Komu,JUJA,Thika,Level 3,,0,0,26,6,Operational
15796,Amagoro Nursing Home,Nursing Home,Private Enterprise (Institution),Western,Busia,Teso North,Amagoro,Amagoro,Amagoro,AMAGORO,Amagoro,Level 2,,0,0,7,0,Operational
14198,Amakuriat Dispensary,Dispensary,Other Faith Based,Rift Valley,West Pokot,North Pokot,Alale,Alale,Amakuriat,KACHELIBA,Makutano,Level 2,,0,0,0,0,Operational
16308,Amal Medical Clinic,Medical Clinic,Private Enterprise (Institution),North Eastern,Mandera,Mandera East,Central,Bulla Jamhuri,Bulla Jamhuria,MANDERA EAST,Mandera,Level 2,,0,0,0,0,Operational
11926,Amani Afya Clinic (Kibwezi),Medical Clinic,Private Enterprise (Institution),Eastern,Makueni,Kibwezi,Kibwezi,Kikumbulyu,Mikuyuni,KIBWEZI,Kibwezi,Level 2,,0,0,0,0,Not-Operational
10024,Amani Clinic,Medical Clinic,Private Practice - Clinical Officer,Central,Nyeri,Mathira East,Mathira,Konyu,Karatina,MATHIRA,Karatina,Level 2,,0,0,0,0,Operational
10025,Amani Clinic (Kamugunda),Medical Clinic,Private Practice - Nurse / Midwife,Central,Kirinyaga,Kirinyaga East,Gichugu,Karumande,Thumaita,GICHUGU,Kamugunda,Level 2,,0,0,0,0,Not-Operational
13474,Amani Medical Centre (Suneka),Medical Clinic,Private Enterprise (Institution),Nyanza,Kisii,Kisii South,Suneka,Bomorenda,Bonyanchaire,BONCHARI,Suneka  Town,Level 2,,0,1,0,0,Operational
11216,Amani Medical Clinic (Changamwe),Medical Clinic,Private Enterprise (Institution),Coast,Mombasa,Changamwe,Changamwe,Changamwe,Changamwe,CHANGAMWE,Mombasa,Level 2,,0,0,0,0,Operational
11925,Amani Medical Clinic (Kibwezi),Medical Clinic,Private Enterprise (Institution),Eastern,Makueni,Kibwezi,Mtito Andei,Kambu,Kambu,KIBWEZI,Kambu,Level 2,,0,0,0,0,Operational
11217,Amani Medical Clinic (Kilifi),Medical Clinic,Private Enterprise (Institution),Coast,Kilifi,Bahari,Bahari,Kilifi Township,Mnarani,BAHARI,Kilifi,Level 2,,0,0,0,0,Operational
11218,Amani Medical Clinic (Likoni),Medical Clinic,Private Practice - Nurse / Midwife,Coast,Mombasa,Likoni,Likoni,Likoni,Bofu,LIKONI,Mombasa,Level 2,121/ms,0,0,0,0,Operational
11219,Amani Medical Clinic (Malindi),Medical Clinic,Private Practice - Nurse / Midwife,Coast,Kilifi,Magarini,Magarini,Fundi Issa ,Marereni,MAGARINI,Marereni,Level 2,,0,0,0,0,Not-Operational
10026,Amani Medical Clinic (Nyeri North),Medical Clinic,Private Practice - Clinical Officer,Central,Nyeri,Mathira East,Mathira,Itiati,,MATHIRA,Konyu,Level 2,,0,0,0,0,Operational
17559,Amani Medical Clinic Magumu,Medical Clinic,Private Practice - Nurse / Midwife,Central,Nyandarua,Kinangop,south kinangop,,,KINANGOP,,Level 2,,3,3,0,0,Operational
18718,Amani Medical Clinic(Meru),Medical Clinic,Private Practice - Unspecified,Eastern,Meru,Imenti North,Miriga Mieru West,Municipality,Gakoromone,NORTH IMENTI,Meru Town,Level 2,T .634,2,2,0,0,Operational
17561,Amani Medical Clinic(Murungaru),Medical Clinic,Private Practice - Nurse / Midwife,Central,Nyandarua,Nyandarua South,North Kinangop,,,KINANGOP,Murungaru,Level 2,,3,3,0,0,Operational
17624,Amani VCT,VCT Centre (Stand-Alone),Non-Governmental Organizations,Coast,Mombasa,Kisauni,Kisauni,,,KISAUNI,,Level 2,,3,3,0,0,Operational
15797,Amase Dispensary,Dispensary,Ministry of Health,Western,Busia,Teso South,Chakol,Asinge,Amase,AMAGORO,Adunogsi,Level 2,,0,0,0,0,Operational
13475,Amatierio Dispensary ,Health Centre,Ministry of Health,Nyanza,Nyamira,Nyamira North,Ekerenyo,Kiabonyoru,Mokomoni,NORTH MUGIRANGO,Nyaramba,Level 3,,0,0,6,0,Operational
17797,Amaya/Plesian Dispensary,Dispensary,Ministry of Health,Rift Valley,Baringo,East Pokot,Churo,Amaya,Amaya,BARINGO EAST,Chemolingot,Level 2,,3,3,0,0,Operational
11927,Ambalo Dispensary,Dispensary,Ministry of Health,Eastern,Marsabit,Sololo,Obbu,Obbu,Ambalo,MOYALE,Sololo,Level 2,,0,0,0,0,Operational
13476,Ambira Sub-District Hospital,Sub-District Hospital,Ministry of Health,Nyanza,Siaya,Ugunja,Ugunja,Central Ugenya,Ambira,UGENYA,Ugunja Market,Level 3,,1,1,50,0,Operational
10027,Amboni Dispensary,Dispensary,Ministry of Health,Central,Nyeri,Kieni West,Kieni West,Amboni,Amboni,KIENI,Mweiga,Level 2,,0,0,0,0,Operational
14200,Amboseli Dispensary,Dispensary,Ministry of Health,Rift Valley,Kajiado,Loitoktok,Entonet,Amboseli,Amboseli,KAJIADO SOUTH,Loitokitok,Level 2,,1,1,4,0,Operational
14201,Amboseli Serena Lodge Clinic,Medical Clinic,Company Medical Service,Rift Valley,Kajiado,Loitoktok,Entonet,Amboseli,Amboseli,KAJIADO SOUTH,Loitokitok,Level 2,,1,1,4,0,Operational
16768,Amoya Dispensary,Dispensary,Ministry of Health,Nyanza,Homa Bay,Ndhiwa,Nyarongi,Central Kanyadoto,Kaganda South,NDHIWA,Riat,Level 2,,0,0,0,0,Operational
11928,Amugaa Health Centre,Health Centre,Ministry of Health,Eastern,Meru,Tigania East,Tigania East,Amugaa,Amugaa Central,TIGANIA EAST,Kianjai,Level 3,,0,0,0,0,Operational
15798,Amukura Health Centre,Health Centre,Ministry of Health,Western,Busia,Teso South,Amukura,Amukura,Amukura,AMAGORO,Amukura,Level 3,,1,1,12,0,Operational
15799,Amukura Mission Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Western,Busia,Teso South,Amukura,Amukura,Amukura,AMAGORO,Amukura,Level 3,,1,1,28,0,Operational
13288,Amuma Dispensary,Dispensary,Ministry of Health,North Eastern,Garissa,Fafi,Jarajilla,Amuma,Amuma,FAFI,Amuma,Level 2,,0,0,0,0,Operational
13289,Amuma Mobile Dispensary,Dispensary,Ministry of Health,North Eastern,Garissa,Fafi,Jarajilla,Amuma,Amuma,FAFI,Bura,Level 2,,0,0,0,0,Operational
11929,Amungeti Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Eastern,Meru,Igembe South,Igembe S,Kirimambio,Amungeti,IGEMBE,Maua,Level 2,,0,0,0,0,Operational
12870,Amurt Health Centre,Dispensary,Non-Governmental Organizations,Nairobi,Nairobi,Westlands,Westlands,Kangemi,Kangemi,WESTLANDS,Nairobi,Level 2,,0,0,0,0,Operational
11221,Amurt Health Centre (Likoni),Medical Clinic,Private Enterprise (Institution),Coast,Mombasa,Likoni,Likoni,Likoni,Bofu,LIKONI,Mombasa,Level 2,,0,1,0,0,Operational
17062,Amwamba Dispensary,Dispensary,Ministry of Health,Eastern,Meru,Igembe South,Igembe South West,Akachiu,Amwamba ,IGEMBE,Kinji Market,Level 2,,0,0,0,0,Operational
16359,Ancilla Catholic  Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Rift Valley,Uasin Gishu,Eldoret West,Turbo,Kibulgeny,Kilimani,ELDORET NORTH,Eldoret,Level 2,,0,0,0,0,Operational
14203,Andersen Medical Centre,Medical Clinic,Private Enterprise (Institution),Rift Valley,Trans Nzoia,Kwanza,Endebess,Chepchoina,Chepchoina,KWANZA,Kitale,Level 3,,1,1,24,4,Operational
13477,Anding'o Opanga Dispensary ,Dispensary,Ministry of Health,Nyanza,Kisumu,Nyakach,Upper Nyakach,Thurdibuoro,Anding' Opanga,NYAKACH,Anding' Opanga,Level 2,,0,0,0,0,Operational
18770,Andulus Medical Clinic ,Health Centre,Private Enterprise (Institution),Nairobi,Nairobi,Kamukunji,Eastleigh North,Eastleigh North,Eastleigh North,KAMUKUNJI,WOODSTREET NURSING HOME,Level 3,,1,1,16,2,Operational
13478,Aneko Dispensary ,Dispensary,Ministry of Health,Nyanza,Migori,Nyatike,Nyatike,West Kadem,Aneko,NYATIKE,Aneko,Level 2,,0,0,0,0,Operational
17050,Angaga Dispensary,Dispensary,Ministry of Health,Nyanza,Migori,Awendo,Awendo,East Sakwa,South Sakwa,RONGO,Mariwa Market Center,Level 2,,0,0,0,0,Operational
14205,Angata Health Centre,Health Centre,Ministry of Health,Rift Valley,Narok,Trans Mara West - Dikirr,Angata,Angata ,Angata Barikoi,KILGORIS,Angata Market,Level 3,,1,1,12,0,Operational
17274,Angata Nanyokie Dispensary,Dispensary,Ministry of Health,Rift Valley,Samburu,Samburu Central,Kirisia,Angata Nanyokie,Angata Nanyokie,SAMBURU WEST,Angata Nanyokie Village,Level 2,,0,0,0,0,Pending Opening
18272,Angaza VCT,VCT Centre (Stand-Alone),Non-Governmental Organizations,Nairobi,Nairobi,Embakasi,Embakasi,Kayole,Koyole  Two,EMBAKASI,Koyole ,Level 2,,0,0,0,0,Operational
18627,Angelic Medical Centre,Medical Clinic,Private Practice - General Practitioner,Central,Kiambu,Kiambu,Kiambaa,Thindigua,Thindigua,KIAMBAA,Kasarini,Level 2,LRN 28361/2,0,1,0,0,Operational
13479,Ang'iya Dispensary ,Dispensary,Ministry of Health,Nyanza,Homa Bay,Mbita,Mbita,Gembe West,Kasgunga East,MBITA,Luanda,Level 2,,0,0,0,0,Operational
15800,Angurai Health Centre,Health Centre,Ministry of Health,Western,Busia,Teso North,Angurai,Angurai,Angurai,AMAGORO,Angurai,Level 3,,1,1,12,0,Operational
14206,Anin Dispensary,Dispensary,Ministry of Health,Rift Valley,Elgeyo Marakwet,Keiyo,Tambach,Kamogich,Anin,KEIYO NORTH,Iten,Level 2,,0,0,0,0,Not-Operational
13480,Anjego Dispensary,Dispensary,Ministry of Health,Nyanza,Migori,Migori,Suba East,Suna North,Kakrao,MIGORI,Anjego,Level 2,,1,1,2,0,Operational
10029,Anmer Dispensary,Dispensary,Ministry of Health,Central,Kiambu,Kiambu,Kiambaa,Tinganga,Tinganga,KIAMBAA,Kiambu,Level 2,,0,0,0,0,Operational
17865,Anne Medical Clinic (Kilindini),Medical Clinic,Private Enterprise (Institution),Coast,Mombasa,Changamwe,Changamwe,Chaani,Chaani,CHANGAMWE,Mombasa,Level 2,13/49 chaani,0,1,0,0,Operational
16323,Annet Dispensary,Dispensary,Ministry of Health,Rift Valley,West Pokot,Pokot Central,Chesogon,Chepkokogh,Annet,SIGOR,Kitor,Level 2,,0,0,0,0,Operational
13481,Annex Clinic  (Kenyenya),Medical Clinic,Private Enterprise (Institution),Nyanza,Kisii,Kenyenya,Kenyenya,Machoge Borabu,Kiango,BOMACHOGE,Magena,Level 2,,0,1,0,0,Operational
14207,Annex Hospital (Nakuru),Other Hospital,Ministry of Health,Rift Valley,Nakuru,Nakuru,Municipality,Central,Viwanda,NAKURU TOWN,Nakuru Town,Level 4,,1,1,60,22,Operational
10031,Annex Laboratory,Laboratory (Stand-alone),Private Enterprise (Institution),Central,Nyeri,Nyeri Central,Municipality,Mukaro,Majengo,NYERI TOWN,Nyeri Town,Level 2,,0,0,0,0,Operational
10032,Annex Medical Clinic (Muranga North),Medical Clinic,Private Enterprise (Institution),Central,Murang'a,Mathioya,Mathioya,Kiru,Kiriaini,MATHIOYA,Kiriaini,Level 2,,0,0,0,0,Operational
14208,Annex Medical Clinic (Trans Nzoia West),Medical Clinic,Private Enterprise (Institution),Rift Valley,Trans Nzoia,Trans Nzoia West,Kiminini,Kiminini,Kiminini,SABOTI,Kitale,Level 2,,0,0,0,0,Operational
10033,Annunciation Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Central,Kiambu,Ruiru,Githurai,Githurai,Mwihoko,JUJA,Githurai,Level 2,Githurai No 66,1,1,1,1,Operational
11930,Anona Dispensary,Dispensary,Ministry of Health,Eastern,Marsabit,Sololo,Uran,Uran,Anona,MOYALE,Sololo,Level 2,,0,0,0,0,Operational
11222,Ansar Medical Clinic,Medical Clinic,Private Enterprise (Institution),Coast,Mombasa,Changamwe,Jomvu,Miritini,Kwa Jomvu,CHANGAMWE,Mombasa,Level 2,,0,0,0,0,Operational
18618,Antodevi Medical CLINIC,Medical Clinic,Private Enterprise (Institution),Eastern,Meru,Igembe South,Igembe Central,Antubochiu,Achenge,IGEMBE,KIMONGORO,Level 2,32,0,1,0,0,Operational
10034,Antony Njogu Clinic,Medical Clinic,Private Enterprise (Institution),Central,Nyeri,Nyeri Central,Municipality,Mukaro,Majengo,NYERI TOWN,Nyeri Town,Level 2,,0,0,0,0,Not-Operational
17718,Antubangai Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Eastern,Meru,Igembe North,Ndoleli,Athiru,Thitha,NTONYIRI,Athiru Market,Level 2,2670,0,0,0,0,Operational
17068,Antubetwe Njoune Dispensary,Dispensary,Ministry of Health,Eastern,Meru,Igembe South,Kiengu,Kiengu,A Njoune,IGEMBE,Njoune Market,Level 2,,3,3,0,0,Pending Opening
17067,Antubochiu Dispensary,Dispensary,Ministry of Health,Eastern,Meru,Igembe South,Igembe Central,Antubochiu,Buuria Maria,IGEMBE,Antubochiu Market,Level 2,,3,3,0,0,Pending Opening
13482,Anyuongi Dispensary,Dispensary,Ministry of Health,Nyanza,Siaya,Bondo,Nyang'oma,South Sakwa,East Miguena,BONDO,Anyuongi,Level 2,,0,0,0,0,Operational
17649,AP Buru buru disp,Dispensary,Ministry of Health,North Eastern,Mandera,Lafey,central,Township,Township,MANDERA EAST,Township,Level 2,,0,0,0,0,Operational
15801,AP Line Dispensary,Dispensary,Ministry of Health,Western,Kakamega,Kakamega Central (Lurambi),Municipality,Bukhungu,Shirere,LURAMBI,Kakamege Town,Level 2,,0,0,4,0,Operational
11931,APDK Dispensary (Machakos),Dispensary,Ministry of Health,Eastern,Machakos,Machakos,Central,Masaku Township,Eastleigh,MACHAKOS TOWN,Machakos,Level 2,,0,0,0,0,Operational
16872,Apex Clinic,Dispensary,Private Enterprise (Institution),Nyanza,Siaya,Bondo,Usigu,W Yimbo,Usenge,BONDO,Usenge,Level 2,,0,0,1,0,Operational
16492,Apha Laboratory,Laboratory (Stand-alone),Private Enterprise (Institution),Central,Kirinyaga,Kirinyaga Central,Ndia West,Kariti,Sagana,NDIA,Sagana,Level 2,A49,0,0,0,0,Operational
18790,Aphiaplus Drop-in Centre (Naivasha),Medical Clinic,Non-Governmental Organizations,Rift Valley,Nakuru,Naivasha,Central,Naivasha Town,Sokoni,NAIVASHA,Naivasha town,Level 2,1144/690,0,0,0,0,Operational
